gene	canonical_gene	panel	candidate_role	support_tier	selected_gene_reason	is_original_candidate_gene	is_marker_panel_gene	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	shared_strict_bh_0_20	combined_rank_delta	minimum_branch_detection	mechanism_class	manuscript_use	mechanism_priority_score
NKAIN2	NKAIN2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.83470158419418e-11	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.9408413672217352	0.0184984691616645	7	1	9.236428496023164e-11	1.0	False	False	False	0.1666666666666667	0.0184984691616645	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.17129128395708285
COL25A1	COL25A1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.63332223246932e-23	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9667434775654528	0.5138888888888888	0.0172866200391076	7	1	3.471663401861654e-22	1.0	False	False	False	0.1666666666666666	0.0172866200391076	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.1709883216764435
PECAM1	PECAM1	expanded_marker_panel	expanded_selected_gene	marker_panel	marker_panel	False	True	72	88	1.0	0.6666666666666666	0.3333333333333333	5.3934434329281826e-08	5	10	0.6666666666666666	0.8333333333333333	-0.1666666666666666	0.9132361310035838	0.0171536617919315	0.0163160154572778	3	0	6.262515420782241e-08	1.0	False	False	False	0.1666666666666667	0.0163160154572778	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.17074567053098616
PNPLA7	PNPLA7	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.482981249854173e-22	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.4168067226890756	0.0154502441072853	4	0	3.2091043996480867e-21	1.0	False	False	False	0.1666666666666667	0.0154502441072853	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.17052922769348805
TMEM117	TMEM117	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.59946154156911e-23	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.7172587011123072	0.0140196436927291	5	1	7.460892833465361e-22	1.0	False	False	False	0.1666666666666667	0.0140196436927291	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.170171577589849
NETO1	NETO1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.182293533254967e-09	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9667434775654528	0.7047738693467337	0.0126077050627435	6	1	8.649858230777358e-09	1.0	False	False	False	0.1666666666666666	0.0126077050627435	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.16981859293235246
ELMOD1	ELMOD1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.2786095703346011e-16	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.6623093681917211	0.011500461730591	7	1	3.024322964073882e-16	1.0	False	False	False	0.1666666666666667	0.011500461730591	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.16954178209931448
SHC3	SHC3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.029489542362416e-07	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.4887036040882194	0.0114928836932496	4	1	7.657942148359658e-07	1.0	False	False	False	0.1666666666666667	0.0114928836932496	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.16953988758997912
SNTG1	SNTG1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.5893709948883656e-10	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.8615528531337698	0.0086154202523094	7	1	4.6535240214661485e-10	1.0	False	False	False	0.1666666666666667	0.0086154202523094	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.16882052172974407
CCDC3	CCDC3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	8.642019965171924e-15	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9667434775654528	0.6078823772694866	0.0081415006001646	3	1	1.6243103383412396e-14	1.0	False	False	False	0.1666666666666666	0.0081415006001646	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.16870204181670775
DGKG	DGKG	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.226344759536914e-24	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9924520339370608	0.8517587939698492	0.0073371392536078	7	0	6.9613101976472e-23	1.0	False	False	False	0.1666666666666666	0.0073371392536078	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.16850095148006855
ITGA8	ITGA8	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4533394718721954e-17	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.5890052356020943	0.0069941091553321	7	0	3.975149198601251e-17	1.0	False	False	False	0.1666666666666667	0.0069941091553321	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.16841519395549973
NECAB1	NECAB1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.2347777313720562e-13	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.733044733044733	0.0065138017585982	7	1	2.0617651265173132e-13	1.0	False	False	False	0.1666666666666667	0.0065138017585982	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.16829511710631626
FAR2	FAR2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.182293533254967e-09	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.4675324675324675	0.0060314758483412	5	1	8.649858230777358e-09	1.0	False	False	False	0.1666666666666667	0.0060314758483412	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.168174535628752
KLHL3	KLHL3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.5420682925374e-10	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.5606312292358804	0.0059693294675716	5	1	3.337618720649892e-10	1.0	False	False	False	0.1666666666666667	0.0059693294675716	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.1681589990335596
ELL2	ELL2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.6738854683904434e-18	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9667434775654528	0.6658562938951917	0.0059588240522828	6	0	1.9911495984785242e-17	1.0	False	False	False	0.1666666666666666	0.0059588240522828	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.1681563726797373
GABRG3	GABRG3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	0.6666666666666666	0.5	0.1666666666666666	5.101307944109346e-05	6	12	0.3333333333333333	0.8333333333333333	-0.4999999999999999	0.9924520339370608	0.4188741721854304	0.0051290056678204	5	1	5.397432649157645e-05	1.0	False	False	False	-0.3333333333333333	0.0051290056678204	synaptic_wiring	branch_specific_dentate_context	0.16794891808362178
KDR	KDR	expanded_marker_panel	expanded_selected_gene	marker_panel	marker_panel	False	True	73	88	1.0	0.6666666666666666	0.3333333333333333	0.0540880200958267	6	12	0.5	0.6666666666666666	-0.1666666666666666	0.8924811052561918	0.0040526849037487	0.0105389364415489	0	0	0.0558386080856012	1.0	False	False	False	0.1666666666666667	0.0040526849037487	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.16767983789260388
KCTD16	KCTD16	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.27963668505179e-14	5	10	0.5	0.8333333333333333	-0.3333333333333332	0.950922240885255	0.8754448398576512	0.0034711139482923	5	1	5.778661226545355e-14	1.0	False	False	False	0.1666666666666667	0.0034711139482923	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.16753444515373977
DNAH5	DNAH5	expanded_marker_panel	expanded_selected_gene	marker_panel	marker_panel	False	True	72	88	1.0	0.5	0.5	3.713351507485229e-26	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9667434775654528	0.1770707695479614	0.0033510168730084	4	0	6.71188284977955e-25	1.0	False	False	False	0.1666666666666666	0.0033510168730084	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.1675044208849187
BAALC	BAALC	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.3405147077652665e-21	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.5396600566572238	0.0033087611470371	5	1	2.4972351196665422e-20	1.0	False	False	False	0.1666666666666667	0.0033087611470371	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.167493856953426
DNAH6	DNAH6	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	71	88	1.0	0.5	0.5	2.5870266770186013e-25	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.642502861503243	0.0029216480451853	3	0	3.869835077554032e-24	1.0	False	False	False	0.1666666666666667	0.0029216480451853	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.16739707867796305
CAPS2	CAPS2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	2.945793031885379e-16	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9924520339370608	0.579466102709389	0.0011761948173675	4	0	6.493318176991249e-16	1.0	False	False	False	0.1666666666666666	0.0011761948173675	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.16696071537100848
RASGRF2	RASGRF2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.285704579911388e-19	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9924520339370608	0.738562091503268	0.0009035526819233	7	0	1.9107822056379668e-18	1.0	False	False	False	0.1666666666666666	0.0009035526819233	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.16689255483714743
CDHR3	CDHR3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.274730921154516e-25	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9667434775654528	0.7284193929838392	0.0006160753252092	3	0	2.003544469553728e-24	1.0	False	False	False	0.1666666666666666	0.0006160753252092	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.1668206854979689
COL19A1	COL19A1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.9120534670758488e-24	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.6165644171779141	0.000426860195753	5	1	2.3834735460273082e-23	1.0	False	False	False	0.1666666666666667	0.000426860195753	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.16677338171560496
GRIP1	GRIP1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	0.6666666666666666	0.5833333333333333	0.0833333333333333	0.0004170821363773	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.4386554621848739	0.1019112575588331	7	2	0.0004376638383176	0.6827991094190786	False	False	False	0.0833333333333333	0.1019112575588331	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.10881114772304157
LIPA	LIPA	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5833333333333333	0.4166666666666667	1.3404024609044676e-10	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9667434775654528	0.5685872462579454	0.0526380098153481	5	2	1.7902296414419888e-10	1.0	False	False	False	0.0833333333333334	0.0526380098153481	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.09649283578717043
MIR100HG	MIR100HG	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	2.4298596684749688e-08	2	4	0.3333333333333333	0.8333333333333333	-0.4999999999999999	0.985317559452476	0.7756362737830492	0.3598439435637049	2	1	2.8534735359622133e-08	1.0	False	False	False	5.551115123125783e-17	0.3598439435637049	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.08996098589092628
C1ql3	C1QL3	dentate_identity	regional_dentate_identity	dentate_identity_supported_in_human_bridge	marker_panel	True	True	73	88	1.0	0.5	0.5	1.7123430773198542e-28	6	12	0.6666666666666666	0.8333333333333333	-0.1666666666666666	0.7404431743695444	0.4112415071031501	0.0215259456819884	7	0	9.28518033676691e-27	0.8934908974782608	False	False	False	0.3333333333333333	0.0215259456819884	regional_identity_or_specificity_warning	branch_specific_dentate_context	0.08871481975383044
CLDN5	CLDN5	expanded_marker_panel	expanded_selected_gene	marker_panel	marker_panel	False	True	72	88	1.0	0.6666666666666666	0.3333333333333333	4.0592586791693264e-11	6	12	0.4166666666666666	0.6666666666666666	-0.25	0.8584069516202224	0.0059100004653543	0.018189380339342	1	2	5.5689639943822064e-11	1.0	False	False	False	0.0833333333333333	0.0059100004653543	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.08481083344967187
Itpka	ITPKA	dentate_identity	regional_dentate_identity	dentate_identity_supported_in_human_bridge	marker_panel	True	True	73	88	1.0	0.5	0.5	1.155361139608874e-26	6	12	0.6666666666666666	0.8333333333333333	-0.1666666666666666	0.8924811052561918	0.114856429463171	0.0046741023731821	7	0	2.5312912240521693e-25	1.0	False	False	False	0.3333333333333333	0.0046741023731821	regional_identity_or_specificity_warning	branch_specific_dentate_context	0.08450185892662881
Egr3	EGR3	dentate_identity	regional_dentate_identity	dentate_identity_supported_in_human_bridge	marker_panel	True	True	73	88	1.0	0.5	0.5	2.1888932204481426e-30	3	6	0.6666666666666666	0.8333333333333333	-0.1666666666666666	0.8295983765569577	0.1372549019607843	0.0005467468562055	5	0	3.391220996537158e-28	0.9958992573256988	False	False	False	0.3333333333333333	0.0005467468562055	regional_identity_or_specificity_warning	branch_specific_dentate_context	0.08347002004738469
NPAS2	NPAS2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.100808006620339e-17	6	12	0.4166666666666666	0.8333333333333333	-0.4166666666666666	0.9949096865816162	0.5723684210526315	0.0004196940750027	5	0	3.0454752121932595e-17	1.0	False	False	False	0.0833333333333333	0.0004196940750027	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.08343825685208398
CST3	CST3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.3333333333333333	2.954524945530217e-12	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.282519567648155	0.6780719029188191	7	3	4.380290230249515e-12	1.0	False	False	False	1.1102230246251563e-16	0.282519567648155	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.07062989191203886
VCAN	VCAN	expanded_marker_panel	expanded_selected_gene	marker_panel	marker_panel	False	True	73	88	1.0	0.6666666666666666	0.3333333333333333	1.8874020933887467e-10	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.2834821428571428	0.2783032784774148	5	3	2.4931639102071815e-10	1.0	False	False	False	1.1102230246251563e-16	0.2783032784774148	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.06957581961935382
FCHSD2	FCHSD2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.3333333333333333	0.1310087928634089	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.4775292642140468	0.1655903691730892	7	2	0.1344808668815589	1.0	False	False	False	1.1102230246251563e-16	0.1655903691730892	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.04139759229327241
