gene	canonical_gene	panel	candidate_role	support_tier	selected_gene_reason	is_original_candidate_gene	is_marker_panel_gene	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	shared_strict_bh_0_20	combined_rank_delta	minimum_branch_detection	branch_specificity
MAP3K5	MAP3K5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.090801304924341e-26	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.7334014300306435	0.026750391818598077	6	1	2.463473632244415e-25	0.23428822380991143	True	False	False	0.6666666666666666	0.026750391818598077	dentate_biased
MAP4	MAP4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	4.9645984156679997e-26	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.7028873054729847	0.30933741660184877	6	3	8.614571170867114e-25	0.23428822380991143	True	False	False	0.6666666666666666	0.30933741660184877	dentate_biased
MAPK10	MAPK10	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.625527884871116e-16	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.9226587595749938	0.2371495733650002	7	3	5.822873192520911e-16	0.23428822380991143	True	False	False	0.6666666666666666	0.2371495733650002	dentate_biased
MAPK8IP3	MAPK8IP3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.892108440208418e-14	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.5727155727155727	0.18280090594799192	7	3	1.3342153707569805e-13	0.44652159914500644	True	False	False	0.6666666666666666	0.18280090594799192	dentate_biased
MAPRE2	MAPRE2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.8423254348586514e-17	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.7611940298507462	0.33928470428536417	7	3	1.2142201003709152e-16	0.23428822380991143	True	False	False	0.6666666666666666	0.33928470428536417	dentate_biased
Mapt	MAPT	morphogenesis_cytoskeleton	shared_structural_executor	high_priority_shared_structural_executor	marker_panel	True	True	73	88	1.0	0.5	0.5	1.7134072463259372e-10	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.848987108655617	0.46643311568985335	7	3	2.2647046418531126e-10	0.23428822380991143	True	False	False	0.6666666666666666	0.46643311568985335	dentate_biased
MARCH6	MARCH6	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	3.362710044500804e-24	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.7587831099595503	0.38327105909841674	6	3	4.1207446816509855e-23	0.44652159914500644	True	False	False	0.6666666666666666	0.38327105909841674	dentate_biased
MBOAT2	MBOAT2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	9.035474429813785e-13	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.6716417910447762	0.2203425427523802	6	3	1.3978562081502212e-12	0.23428822380991143	True	False	False	0.6666666666666666	0.2203425427523802	dentate_biased
MCF2L	MCF2L	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.221496354638364e-09	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.4596949891067538	0.1213565330056195	7	3	6.341223736400119e-09	0.44652159914500644	True	False	False	0.6666666666666666	0.1213565330056195	dentate_biased
MDN1	MDN1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.625527884871116e-16	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.5682819383259912	0.0956802787599414	7	3	5.822873192520911e-16	0.44652159914500644	True	False	False	0.6666666666666666	0.0956802787599414	dentate_biased
MED13	MED13	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.7294444865275855e-20	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.7159663865546219	0.22838349580438932	7	3	1.6275986099151576e-19	0.23428822380991143	True	False	False	0.6666666666666666	0.22838349580438932	dentate_biased
MEGF9	MEGF9	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.124407431053364e-17	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.609375	0.2638669393573177	7	3	1.9689206388776256e-16	0.44652159914500644	True	False	False	0.6666666666666666	0.2638669393573177	dentate_biased
MGA	MGA	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.50720362482283e-18	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5776820954431288	0.30886971221092063	7	3	7.791009544757475e-18	0.23428822380991143	True	False	False	0.6666666666666666	0.30886971221092063	dentate_biased
MIA3	MIA3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4578769016883846e-18	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.46117867165575305	0.31801719062380124	7	3	4.6570471277792435e-18	0.23428822380991143	True	False	False	0.6666666666666666	0.31801719062380124	dentate_biased
MIAT	MIAT	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	3.68048469914963e-11	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.47730902687952903	0.40795141148399494	6	3	5.071773387837069e-11	0.44652159914500644	True	False	False	0.6666666666666666	0.40795141148399494	dentate_biased
MIB1	MIB1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.73782285418795e-19	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.6697713801862828	0.2062511553556679	7	3	2.342041309412446e-18	0.44652159914500644	True	False	False	0.6666666666666666	0.2062511553556679	dentate_biased
MICAL2	MICAL2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.554289580921912e-13	6	12	0.8333333333333333	0.6666666666666666	0.16666666666666663	0.12700887922326776	0.731572723689397	0.02604552177162521	7	1	5.660245301776525e-13	0.23428822380991143	True	False	False	0.6666666666666666	0.02604552177162521	dentate_biased
MICU3	MICU3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	6.48913816574645e-18	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.7208924749496737	0.22567004496021592	6	3	1.9386970635680507e-17	0.23428822380991143	True	False	False	0.6666666666666666	0.22567004496021592	dentate_biased
MPRIP	MPRIP	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.8423254348586514e-17	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.7068437180796732	0.42673468973424417	7	3	1.2142201003709152e-16	0.23428822380991143	True	False	False	0.6666666666666666	0.42673468973424417	dentate_biased
MTMR1	MTMR1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.03276429201347e-18	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5394736842105263	0.08593896089047602	7	2	1.2250792366074533e-17	0.23428822380991143	True	False	False	0.6666666666666666	0.08593896089047602	dentate_biased
MYCBP2	MYCBP2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.4609010821207194e-21	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.8953488372093024	0.4735183467381783	7	3	1.4544126558909648e-20	0.44652159914500644	True	False	False	0.6666666666666666	0.4735183467381783	dentate_biased
MYH10	MYH10	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.196372084086751e-10	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5988372093023255	0.4886006317468975	7	3	7.915153739920002e-10	0.23428822380991143	True	False	False	0.6666666666666666	0.4886006317468975	dentate_biased
MYO9A	MYO9A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	2.1333219332864815e-15	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.7472517058377559	0.16757171753437217	6	3	4.304349091440352e-15	0.23428822380991143	True	False	False	0.6666666666666666	0.16757171753437217	dentate_biased
NAA25	NAA25	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.8423254348586514e-17	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5416890801506186	0.14032902038156672	7	3	1.2142201003709152e-16	0.23428822380991143	True	False	False	0.6666666666666666	0.14032902038156672	dentate_biased
NAPB	NAPB	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.2786095703346011e-16	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.5315712187958884	0.17818525589013265	7	3	3.0243229640738825e-16	0.44652159914500644	True	False	False	0.6666666666666666	0.17818525589013265	dentate_biased
NAPG	NAPG	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1239080044577881e-22	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5689655172413793	0.26517894162347594	7	3	9.048148209095598e-22	0.23428822380991143	True	False	False	0.6666666666666666	0.26517894162347594	dentate_biased
NAV1	NAV1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.714774175113997e-10	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.6884576098059244	0.7253325554383727	7	3	4.81035533481926e-10	0.23428822380991143	True	False	False	0.6666666666666666	0.6884576098059244	dentate_biased
NAV3	NAV3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.8423254348586514e-17	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.951417004048583	0.1060279913961398	7	2	1.2142201003709152e-16	0.44652159914500644	True	False	False	0.6666666666666666	0.1060279913961398	dentate_biased
NBAS	NBAS	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4578769016883846e-18	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.7839403973509934	0.07628153004197821	6	3	4.6570471277792435e-18	0.44652159914500644	True	False	False	0.6666666666666666	0.07628153004197821	dentate_biased
Ncam1	NCAM1	morphogenesis_cytoskeleton	shared_structural_executor	high_priority_shared_structural_executor	marker_panel	True	True	73	88	1.0	0.5	0.5	4.4578275992191694e-15	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.9479553903345725	0.7554230925812542	7	3	8.742340020530178e-15	0.44652159914500644	True	False	False	0.6666666666666666	0.7554230925812542	dentate_biased
NCDN	NCDN	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.338330627850446e-22	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.6405693950177936	0.12003069694418773	7	2	1.798524514825396e-21	0.23428822380991143	True	False	False	0.6666666666666666	0.12003069694418773	dentate_biased
NCKAP1	NCKAP1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.493003398154007e-22	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.8122171945701357	0.36630678339365225	7	3	2.525441456865347e-21	0.44652159914500644	True	False	False	0.6666666666666666	0.36630678339365225	dentate_biased
NCOA1	NCOA1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.611180888788661e-21	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.9132473622508792	0.1964609946105027	7	3	2.918621426326764e-20	0.23428822380991143	True	False	False	0.6666666666666666	0.1964609946105027	dentate_biased
NCOA2	NCOA2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.625527884871116e-16	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.8033613445378152	0.16315251549645834	7	2	5.822873192520911e-16	0.23428822380991143	True	False	False	0.6666666666666666	0.16315251549645834	dentate_biased
NEFL	NEFL	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.7846354748339355e-08	5	10	0.6666666666666666	0.5	0.16666666666666663	0.279856900439653	0.2828282828282828	0.25954764553207266	7	2	4.4133733037176376e-08	0.44652159914500644	True	False	False	0.6666666666666666	0.25954764553207266	dentate_biased
NEFM	NEFM	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	9.897469679900636e-08	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.2714021000617665	0.20694682729712235	7	3	1.1020334566583408e-07	0.44652159914500644	True	False	False	0.6666666666666666	0.20694682729712235	dentate_biased
NEGR1	NEGR1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.2015407181883573e-08	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.9053030303030303	0.19230407572080838	7	2	1.4351001199066888e-08	0.44652159914500644	True	False	False	0.6666666666666666	0.19230407572080838	dentate_biased
NEK1	NEK1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.8423254348586514e-17	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.6162790697674418	0.18395257803807075	7	3	1.2142201003709152e-16	0.23428822380991143	True	False	False	0.6666666666666666	0.18395257803807075	dentate_biased
NF1	NF1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.332559077257489e-13	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.8355842630651791	0.24536049599002507	7	3	1.1368349277034663e-12	0.23428822380991143	True	False	False	0.6666666666666666	0.24536049599002507	dentate_biased
NME7	NME7	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.574830319650641e-18	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.6595429277331686	0.2292580753118319	7	3	2.3936688498484222e-17	0.23428822380991143	True	False	False	0.6666666666666666	0.2292580753118319	dentate_biased
NMNAT2	NMNAT2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.182293533254967e-09	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.694980694980695	0.09616986662079754	7	3	8.649858230777358e-09	0.23428822380991143	True	False	False	0.6666666666666666	0.09616986662079754	dentate_biased
NOS1AP	NOS1AP	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4043736707443747e-08	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5786423841059603	0.07618962899325646	7	3	1.6709196334857645e-08	0.23428822380991143	True	False	False	0.6666666666666666	0.07618962899325646	dentate_biased
NPEPPS	NPEPPS	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.3797433769793204e-19	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.6816553428042001	0.5567017772149772	7	3	8.93021346828399e-19	0.23428822380991143	True	False	False	0.6666666666666666	0.5567017772149772	dentate_biased
NPTXR	NPTXR	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	87	1.0	0.5	0.5	8.883899092884236e-22	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.7142864314544468	0.14369499037782402	6	2	5.6674050389605606e-21	0.23428822380991143	True	False	False	0.6666666666666666	0.14369499037782402	dentate_biased
