analysis_class	axon_guidance_synapse_mean	axon_guidance_synapse_median	axon_guidance_synapse_q25	axon_guidance_synapse_q75	background_max_mean	background_max_median	background_max_q25	background_max_q75	broad_class	cerebellar_identity_mean	cerebellar_identity_median	cerebellar_identity_q25	cerebellar_identity_q75	cerebellar_rank_mean	cerebellar_rank_median	cerebellar_rank_q25	cerebellar_rank_q75	dataset	dentate_identity_mean	dentate_identity_median	dentate_identity_q25	dentate_identity_q75	dentate_rank_mean	dentate_rank_median	dentate_rank_q25	dentate_rank_q75	identity_rank_contrast_mean	identity_rank_contrast_median	identity_rank_contrast_q25	identity_rank_contrast_q75	label	morphogenesis_cytoskeleton_mean	morphogenesis_cytoskeleton_median	morphogenesis_cytoskeleton_q25	morphogenesis_cytoskeleton_q75	n_cells_or_spots	platform	region	sample	sample_context	shared_granule_neuronal_mean	shared_granule_neuronal_median	shared_granule_neuronal_q25	shared_granule_neuronal_q75	shared_rank_mean	shared_rank_median	shared_rank_q25	shared_rank_q75	source_layer	species	structural_program_mean_mean	structural_program_mean_median	structural_program_mean_q25	structural_program_mean_q75	structural_rank_mean	structural_rank_median	structural_rank_q25	structural_rank_q75	unit_id	core_branch	core_role	primary_reason	current_use	caveat	eligible_for_primary_stats
human_broad_neuronal_structural_warning	0.837863	0.875748	0.730802	0.983186	0.41874	0.26009	0.162926	0.535273	broad_neuronal_structural_warning	0.0504	0.0368	0	0.0849422	0.479996	0.490173	0.223656	0.683637	GSE268609	0.073718	0.0579207	0	0.135487	0.364007	0.381246	0.162207	0.517641	-0.115989	-0.0614492	-0.309022	0.0419133	broad_neuronal_structural_warning	0.568442	0.557474	0.473759	0.64996	2229	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	11	MCI	0.771076	0.786868	0.699415	0.853786	0.578866	0.572816	0.407767	0.750414	gse268609_hippocampus_rna	human	0.725793	0.736265	0.665228	0.794471	0.603047	0.59839	0.404215	0.800852	gse268609_hippocampus_rna|GSE268609|11|broad_neuronal_structural_warning|human_broad_neuronal_structural_warning	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_projected_dentate_candidate	0.559783	0.600263	0.27249	0.820065	0.9217	0.951809	0.32645	1.4647	dentate_candidate	0.0958549	0.0757879	0	0.142683	0.590972	0.656524	0.223656	0.866268	GSE268609	0.326102	0.309201	0.279612	0.35588	0.80045	0.783685	0.749408	0.839214	0.209478	0.132252	-0.0580452	0.525752	human_dg_like_candidate	0.564284	0.566734	0.453482	0.677279	580	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	11	MCI	0.636188	0.641062	0.38436	0.856013	0.427074	0.342766	0.111828	0.75521	gse268609_hippocampus_rna	human	0.586752	0.619864	0.41306	0.752885	0.402762	0.339095	0.133554	0.659484	gse268609_hippocampus_rna|GSE268609|11|human_dg_like_candidate|human_projected_dentate_candidate	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_projected_dentate_candidate	0.519397	0.602499	0.299577	0.72566	1.17581	1.3694	0.853728	1.55158	dentate_candidate	0.103147	0.0937902	0	0.158242	0.623923	0.714895	0.223656	0.90309	GSE268609	0.470939	0.445044	0.420596	0.515372	0.935011	0.926474	0.906642	0.964007	0.311088	0.256453	0.0195951	0.681743	human_dg_like_high_confidence	0.533752	0.536646	0.461589	0.637692	40	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	11	MCI	0.634339	0.557267	0.480891	0.786361	0.407394	0.274331	0.220578	0.571158	gse268609_hippocampus_rna	human	0.562496	0.535009	0.439032	0.689293	0.335555	0.268411	0.172034	0.459685	gse268609_hippocampus_rna|GSE268609|11|human_dg_like_high_confidence|human_projected_dentate_candidate	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_projected_immature_neurogenic_candidate	0.782744	0.780244	0.678645	0.888282	0.499958	0.35824	0.250069	0.679528	dentate_candidate	0.0621337	0.0512906	0	0.105742	0.517403	0.549609	0.223656	0.755861	GSE268609	0.447516	0.427845	0.368677	0.502788	0.908986	0.912621	0.857151	0.958856	0.391583	0.363545	0.159425	0.664871	immature_neurogenic_candidate	0.631521	0.619535	0.52699	0.728943	584	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	11	MCI	0.835651	0.860646	0.758994	0.946915	0.693331	0.767464	0.505506	0.909602	gse268609_hippocampus_rna	human	0.749972	0.760244	0.701381	0.813718	0.659492	0.682572	0.486739	0.854487	gse268609_hippocampus_rna|GSE268609|11|immature_neurogenic_candidate|human_projected_immature_neurogenic_candidate	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_other_or_ambiguous	0.297627	0.233231	0.118359	0.39636	1.17292	1.28546	0.841232	1.58014	other_or_ambiguous	0.0610076	0	0	0.131008	0.471146	0.223656	0.223656	0.837023	GSE268609	0.0750777	0	0	0.186698	0.339391	0.162207	0.162207	0.61097	-0.131755	-0.0614492	-0.338207	-0.0614492	hippocampal_neuronal_ambiguous	0.536197	0.545265	0.404925	0.674633	790	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	11	MCI	0.457292	0.397713	0.35695	0.487642	0.193421	0.132489	0.0701516	0.226557	gse268609_hippocampus_rna	human	0.430372	0.41123	0.357058	0.461466	0.171697	0.130594	0.0682572	0.196957	gse268609_hippocampus_rna|GSE268609|11|hippocampal_neuronal_ambiguous|human_other_or_ambiguous	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_broad_neuronal_structural_warning	0.784764	0.869077	0.501469	1.03772	0.837329	0.490729	0.257753	1.4613	broad_neuronal_structural_warning	0.0600383	0.0322785	0	0.102959	0.454045	0.461317	0.223787	0.636919	GSE268609	0.0553473	0.0426711	0	0.111358	0.359829	0.406006	0.197998	0.501951	-0.0942155	-0.0257889	-0.294537	0.00169664	broad_neuronal_structural_warning	0.55907	0.560541	0.47217	0.6532	940	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	12	MCI	0.670135	0.693122	0.555591	0.783887	0.70154	0.721581	0.567272	0.8613	gse268609_hippocampus_rna	human	0.671323	0.704172	0.545951	0.78166	0.696349	0.703597	0.550814	0.843994	gse268609_hippocampus_rna|GSE268609|12|broad_neuronal_structural_warning|human_broad_neuronal_structural_warning	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_projected_dentate_candidate	0.576839	0.467949	0.240589	0.934596	1.31348	1.53209	0.472714	1.92187	dentate_candidate	0.0998773	0.0857567	0	0.16071	0.558349	0.582626	0.223787	0.818629	GSE268609	0.246516	0.219476	0.19395	0.288082	0.781273	0.760774	0.714455	0.84323	0.222924	0.194774	-0.043943	0.491347	human_dg_like_candidate	0.553095	0.558729	0.461469	0.652991	547	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	12	MCI	0.53139	0.464012	0.360624	0.710596	0.470611	0.457754	0.189515	0.745843	gse268609_hippocampus_rna	human	0.553774	0.491365	0.408178	0.722154	0.50587	0.488293	0.282491	0.739057	gse268609_hippocampus_rna|GSE268609|12|human_dg_like_candidate|human_projected_dentate_candidate	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_projected_dentate_candidate	0.529687	0.488103	0.371999	0.684673	1.61257	1.7063	1.48694	1.86957	dentate_candidate	0.187772	0.179127	0.114075	0.268658	0.798595	0.855955	0.671361	0.960214	GSE268609	0.388096	0.375163	0.358181	0.409714	0.944628	0.942314	0.923057	0.966152	0.146033	0.0819477	-0.0139973	0.255769	human_dg_like_high_confidence	0.570466	0.576688	0.521208	0.634098	86	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	12	MCI	0.509524	0.481533	0.438177	0.55297	0.501679	0.491517	0.414404	0.565024	gse268609_hippocampus_rna	human	0.536559	0.531774	0.469313	0.597096	0.506869	0.535969	0.449186	0.599169	gse268609_hippocampus_rna|GSE268609|12|human_dg_like_high_confidence|human_projected_dentate_candidate	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_projected_immature_neurogenic_candidate	0.875087	0.950193	0.695477	1.0938	0.860827	0.534094	0.296261	1.51469	dentate_candidate	0.0940177	0.0848644	0	0.154262	0.556442	0.579403	0.223787	0.801578	GSE268609	0.342009	0.325278	0.280717	0.37956	0.890055	0.884459	0.833135	0.945623	0.333613	0.296912	0.095945	0.605531	immature_neurogenic_candidate	0.549077	0.556764	0.483517	0.634314	346	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	12	MCI	0.664072	0.683047	0.560745	0.774828	0.690211	0.707669	0.575501	0.851374	gse268609_hippocampus_rna	human	0.696079	0.738753	0.60408	0.802261	0.720305	0.761792	0.605361	0.887173	gse268609_hippocampus_rna|GSE268609|12|immature_neurogenic_candidate|human_projected_immature_neurogenic_candidate	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_other_or_ambiguous	0.246203	0.197912	0.117752	0.298419	1.66147	1.82805	1.33817	2.0729	other_or_ambiguous	0.0698708	0	0	0.128381	0.467483	0.223787	0.223787	0.720648	GSE268609	0.0416071	0	0	0.109558	0.310513	0.197998	0.197998	0.498219	-0.15697	-0.0257889	-0.461571	-0.0257889	hippocampal_neuronal_ambiguous	0.553625	0.563225	0.464224	0.646722	1028	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	12	MCI	0.402777	0.371434	0.337876	0.425621	0.267676	0.231931	0.112827	0.381829	gse268609_hippocampus_rna	human	0.400868	0.390282	0.34878	0.422483	0.243098	0.213607	0.109518	0.327961	gse268609_hippocampus_rna|GSE268609|12|hippocampal_neuronal_ambiguous|human_other_or_ambiguous	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_broad_neuronal_structural_warning	1.04853	1.05473	0.924832	1.1779	0.361118	0.241336	0.157074	0.391267	broad_neuronal_structural_warning	0.075834	0.0650516	0	0.115232	0.559305	0.581857	0.189368	0.787755	GSE268609	0.0718257	0.0704637	0	0.12248	0.346525	0.3548	0.12867	0.495173	-0.21278	-0.197699	-0.459997	-0.00866173	broad_neuronal_structural_warning	0.740131	0.746372	0.654202	0.826494	1000	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	13	YA	0.817778	0.802743	0.753657	0.863845	0.699584	0.713303	0.532068	0.874438	gse268609_hippocampus_rna	human	0.868813	0.859421	0.819912	0.907179	0.704259	0.701402	0.552103	0.850106	gse268609_hippocampus_rna|GSE268609|13|broad_neuronal_structural_warning|human_broad_neuronal_structural_warning	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_projected_dentate_candidate	1.03348	1.05625	0.923544	1.17515	0.417086	0.227976	0.151534	0.475687	dentate_candidate	0.0534615	0.0421142	0	0.0888904	0.4668	0.464956	0.189368	0.686723	GSE268609	0.265109	0.24011	0.218227	0.288005	0.790103	0.766993	0.718725	0.849114	0.323303	0.338799	0.0741867	0.563475	human_dg_like_candidate	0.659247	0.662555	0.569126	0.762893	731	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	13	YA	0.724399	0.701627	0.648392	0.790631	0.403527	0.322401	0.139249	0.674028	gse268609_hippocampus_rna	human	0.805709	0.812831	0.735598	0.878646	0.517657	0.525522	0.262893	0.770563	gse268609_hippocampus_rna|GSE268609|13|human_dg_like_candidate|human_projected_dentate_candidate	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_projected_dentate_candidate	1.03352	1.06477	0.917034	1.1441	0.328518	0.222306	0.159592	0.30267	dentate_candidate	0.0383809	0.0273928	0	0.0650172	0.409509	0.406771	0.189368	0.581195	GSE268609	0.374563	0.364364	0.332082	0.402277	0.931168	0.928855	0.899101	0.960196	0.521659	0.524464	0.347924	0.7379	human_dg_like_high_confidence	0.700424	0.703564	0.613334	0.792952	131	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	13	YA	0.774092	0.765463	0.731879	0.799789	0.590245	0.577625	0.44512	0.701402	gse268609_hippocampus_rna	human	0.836011	0.844561	0.790116	0.884277	0.604089	0.646919	0.443137	0.786035	gse268609_hippocampus_rna|GSE268609|13|human_dg_like_high_confidence|human_projected_dentate_candidate	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_projected_immature_neurogenic_candidate	1.10172	1.12098	1.01555	1.21596	0.418985	0.25379	0.171964	0.467382	dentate_candidate	0.0587718	0.0447622	0	0.0961421	0.49468	0.478974	0.189368	0.711716	GSE268609	0.336716	0.321082	0.273887	0.38295	0.888264	0.888389	0.828352	0.947104	0.393584	0.393282	0.169532	0.645332	immature_neurogenic_candidate	0.736162	0.750952	0.64794	0.827128	385	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	13	YA	0.793751	0.785173	0.732018	0.843337	0.632959	0.656969	0.445914	0.831526	gse268609_hippocampus_rna	human	0.87721	0.887068	0.833011	0.928234	0.725737	0.795821	0.601957	0.898175	gse268609_hippocampus_rna|GSE268609|13|immature_neurogenic_candidate|human_projected_immature_neurogenic_candidate	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_other_or_ambiguous	0.882688	0.872753	0.726457	1.04383	0.352269	0.248125	0.16088	0.362369	other_or_ambiguous	0.0629629	0.0419146	0	0.111926	0.486549	0.46456	0.189368	0.773803	GSE268609	0.0672321	0.0576693	0	0.128562	0.327865	0.31936	0.12867	0.508001	-0.158685	-0.0606982	-0.423962	0.0824517	hippocampal_neuronal_ambiguous	0.589485	0.599536	0.495484	0.692323	1534	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	13	YA	0.714458	0.696557	0.655121	0.76491	0.375115	0.307987	0.157234	0.573393	gse268609_hippocampus_rna	human	0.728877	0.733847	0.681207	0.775701	0.293213	0.258001	0.126488	0.395332	gse268609_hippocampus_rna|GSE268609|13|hippocampal_neuronal_ambiguous|human_other_or_ambiguous	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_broad_neuronal_structural_warning	0.806031	0.8489	0.62761	1.00816	0.841789	0.438698	0.230336	1.41402	broad_neuronal_structural_warning	0.0539738	0.0254751	0	0.0948673	0.4805	0.492383	0.242888	0.696681	GSE268609	0.0726888	0.0680131	0	0.137065	0.342285	0.371133	0.170916	0.476333	-0.138215	-0.0719726	-0.331921	0.0700684	broad_neuronal_structural_warning	0.603398	0.601913	0.496676	0.711919	2254	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	14	YA	0.717263	0.730869	0.625427	0.813012	0.652045	0.649619	0.483794	0.825198	gse268609_hippocampus_rna	human	0.708897	0.724043	0.612943	0.805836	0.661201	0.650163	0.478976	0.849681	gse268609_hippocampus_rna|GSE268609|14|broad_neuronal_structural_warning|human_broad_neuronal_structural_warning	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
